 0.00000000e+00  0.00000000e+00  0.00000000e+00  4.54974105e-06  0.00000000e+00  4.54928612e-06 
 1.00000000e-01  1.00000000e-01  1.00000000e-01  1.80355286e-02  1.00000000e-01  1.80337252e-02 
 2.00000000e-01  2.00000000e-01  2.00000000e-01  3.60676298e-02  2.00000000e-01  3.60640234e-02 
 3.00000000e-01  3.00000000e-01  3.00000000e-01  5.40997435e-02  3.00000000e-01  5.40943341e-02 
 4.00000000e-01  4.00000000e-01  4.00000000e-01  7.21320783e-02  4.00000000e-01  7.21248658e-02 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  9.01645614e-02  5.00000000e-01  9.01555458e-02 
 6.00000000e-01  6.00000000e-01  6.00000000e-01  1.08197144e-01  6.00000000e-01  1.08186326e-01 
 7.00000000e-01  7.00000000e-01  7.00000000e-01  1.26229794e-01  7.00000000e-01  1.26217172e-01 
 8.00000000e-01  8.00000000e-01  8.00000000e-01  1.44262490e-01  8.00000000e-01  1.44248065e-01 
 9.00000000e-01  9.00000000e-01  9.00000000e-01  1.62295220e-01  9.00000000e-01  1.62278992e-01 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  1.80327971e-01  1.00000000e+00  1.80309940e-01 
 1.10000000e+00  1.10000000e+00  1.10000000e+00  1.98360734e-01  1.10000000e+00  1.98340900e-01 
 1.20000000e+00  1.20000000e+00  1.20000000e+00  2.16393504e-01  1.20000000e+00  2.16371867e-01 
 1.30000000e+00  1.30000000e+00  1.30000000e+00  2.34426279e-01  1.30000000e+00  2.34402838e-01 
 1.40000000e+00  1.40000000e+00  1.40000000e+00  2.52459057e-01  1.40000000e+00  2.52433813e-01 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  2.70491837e-01  1.50000000e+00  2.70464790e-01 
 1.60000000e+00  1.60000000e+00  1.60000000e+00  2.88524619e-01  1.60000000e+00  2.88495769e-01 
 1.70000000e+00  1.70000000e+00  1.70000000e+00  3.06557402e-01  1.70000000e+00  3.06526749e-01 
 1.80000000e+00  1.80000000e+00  1.80000000e+00  3.24590185e-01  1.80000000e+00  3.24557730e-01 
 1.90000000e+00  1.90000000e+00  1.90000000e+00  3.42622970e-01  1.90000000e+00  3.42588711e-01 
 2.00000000e+00  2.00000000e+00  2.00000000e+00  3.60655754e-01  2.00000000e+00  3.60619692e-01 
 2.10000000e+00  2.10000000e+00  2.10000000e+00  3.78688540e-01  2.10000000e+00  3.78650675e-01 
 2.20000000e+00  2.20000000e+00  2.20000000e+00  3.96721325e-01  2.20000000e+00  3.96681657e-01 
 2.30000000e+00  2.30000000e+00  2.30000000e+00  4.14754111e-01  2.30000000e+00  4.14712639e-01 
 2.40000000e+00  2.40000000e+00  2.40000000e+00  4.32786897e-01  2.40000000e+00  4.32743622e-01 
 2.50000000e+00  2.50000000e+00  2.50000000e+00  4.50819683e-01  2.50000000e+00  4.50774605e-01 
 2.60000000e+00  2.60000000e+00  2.60000000e+00  4.68852469e-01  2.60000000e+00  4.68805588e-01 
 2.70000000e+00  2.70000000e+00  2.70000000e+00  4.86885255e-01  2.70000000e+00  4.86836571e-01 
 2.80000000e+00  2.80000000e+00  2.80000000e+00  5.04918041e-01  2.80000000e+00  5.04867555e-01 
 2.90000000e+00  2.90000000e+00  2.90000000e+00  5.22950828e-01  2.90000000e+00  5.22898538e-01 
 3.00000000e+00  3.00000000e+00  3.00000000e+00  5.40983614e-01  3.00000000e+00  5.40929521e-01 
 3.10000000e+00  3.10000000e+00  3.10000000e+00  5.59016401e-01  3.10000000e+00  5.58960505e-01 
 3.20000000e+00  3.20000000e+00  3.20000000e+00  5.77049187e-01  3.20000000e+00  5.76991488e-01 
 3.30000000e+00  3.30000000e+00  3.30000000e+00  5.95081974e-01  3.30000000e+00  5.95022471e-01 
 3.40000000e+00  3.40000000e+00  3.40000000e+00  6.13114760e-01  3.40000000e+00  6.13053455e-01 
 3.50000000e+00  3.50000000e+00  3.50000000e+00  6.31147547e-01  3.50000000e+00  6.31084438e-01 
